-0.01872686,0.013701375,-0.058860343,-0.06301108,0.09059648,0.018045237,0.1325713,0.013536758,-0.0059451913,-0.053261552,-0.042431097,0.06401516,0.11150117,0.061598044,-0.018090181,-0.065950915
0.05100112,0.022274915,-0.06824736,0.13892439,-0.015283161,0.023050303,0.109310634,-0.087854035,-0.020166174,0.14374064,0.10790364,0.013948919,0.16463135,-0.052645363,-0.037112344,-0.05153506
-0.023418065,-0.040259525,-0.021933544,0.010675045,-0.04149202,-0.011782486,0.031683464,-0.021770606,-0.07716428,0.037540745,-0.001336105,-0.03173006,0.10432579,0.030438673,-0.051321737,-0.024946548
-0.014084542,0.017096804,0.025459155,-0.12671606,-0.027971093,-0.12195892,-0.030593202,0.022117397,-0.07815794,0.060852695,0.011085605,0.042895295,0.03485146,-0.05311093,-0.048915725,-0.0014555614
0.015346796,0.04211309,0.0286019,0.0070818034,-0.047894876,0.026584987,0.044543855,0.03739091,-0.05052436,-0.008723374,0.054260142,0.021389976,0.053450704,-0.075350694,0.040651735,0.050049666
-0.048845246,0.021132313,-0.03996983,-0.06832949,-0.08555293,-0.05572227,0.055558443,-0.024463343,-0.015537758,0.085466415,-0.06987116,-0.01878322,0.10181384,-0.07409834,0.011921414,0.039085712
-0.03585468,-0.05181542,-0.0016757052,0.02074197,-0.01869572,0.0013420458,0.025899952,-0.0031355435,0.03647612,-0.054535933,-0.047333084,0.052377906,-0.00025142607,-0.058801576,0.0040552714,0.04666472
-0.06252802,-0.0009945246,-0.050986074,0.0055101626,0.007312558,0.062396683,0.018063856,0.018548375,0.018517807,-0.0155000435,0.0067979526,-0.03782567,0.015982432,0.015500375,-0.05650072,-0.05580284
-0.043878082,-0.007978069,0.0149039915,-0.0013099125,0.007672726,-0.051576417,-0.0074774036,0.0009664174,0.04949231,0.016462471,-0.12697834,0.020247065,0.03899146,-0.03533779,0.041585352,-0.038180377
-0.007885482,0.07128268,-0.03359207,-0.012510667,-0.011287466,0.07475592,-0.031208815,0.024163892,-0.05880084,-0.059242923,-0.06991373,0.048875656,0.01248166,-0.05448227,-0.055256665,0.020936495
0.009540786,-0.023699716,-0.0002096016,-0.002085164,-0.06960799,0.021878686,-0.035343744,-0.064104676,-0.034650926,-0.024746023,0.03682773,-0.010972077,0.08350412,-0.079799175,-0.034593724,-0.05262879
-0.0521994,-0.048776392,0.020115374,-0.10139071,-0.01588678,0.014524819,-0.06281208,-0.060282003,-0.024351355,0.0057139844,0.044065863,0.084825546,0.0201656,-0.06481887,-0.05688834,0.021857103
0.04962473,0.03707316,-0.022629105,0.021091344,-0.0083025815,-0.047510758,-0.0500978,-0.040431198,0.06958597,-0.0025766378,-0.012252844,0.08659385,0.03959028,-0.027703147,0.0024662134,-0.040554892
0.038545407,0.02625516,-0.06875967,0.02412244,-0.001819351,0.014340236,-0.051051565,0.0049283295,0.050653815,0.0009650075,0.02194502,0.02878178,0.012267406,-0.052456,-0.060048804,0.012225123
0.021894604,-0.08094272,0.0026114017,0.008430434,0.062779225,-0.030391699,-0.009680709,-0.0052147144,0.06340821,0.002490703,0.015862258,0.06916616,-0.01185619,-0.00866517,-0.048004635,0.014751046
0.031043855,-0.009540945,0.055170737,-0.06641127,-0.0011729362,0.06454727,0.009686363,0.00909115,0.0038830603,-0.04925087,0.022157574,0.027523328,-0.027167572,0.032474477,0.020653995,0.051806796
0.019317903,-0.04460816,-0.046114262,-0.021469364,-0.012696591,0.007518544,-0.034400634,0.032856744,-0.005226838,0.033618804,0.009623658,-0.037067123,0.078623824,-0.012208404,0.0041947304,-0.03212425
0.05221989,-0.03903527,0.04662727,-0.09359371,0.052843153,0.061389104,0.07988296,-0.03300825,-0.0137028145,-0.036014795,0.060700975,-0.03944044,-0.026222784,-0.029562557,-0.018500201,-0.066494316
-0.021265557,0.02290825,-0.025101727,0.011679757,-0.017546885,-0.017831558,0.00055495976,-0.0537312,0.02760962,0.00026202088,-0.008799814,-0.0089050615,0.027128594,0.014485742,-0.0475843,-0.0006976272
-0.05349051,-0.047174003,-0.0052187094,-0.030091342,-0.026801879,-0.04013365,0.02771613,-0.04148716,-0.014491629,0.020298947,0.0095530115,0.03394245,-0.06617274,-0.012562324,-0.0566626,-0.022611527
-0.014219173,-0.031506754,0.018535322,-0.0022305832,-0.043665927,0.036754794,-0.0050915224,0.008113982,0.051869262,-0.0036115933,0.031467006,0.009488208,0.023261992,-0.021288786,-0.02136123,0.035537932
