,loss
0,0.0017670843517407775
1,0.0018313192995265126
2,0.001828823471441865
3,0.0017803559312596917
4,0.0018076093401759863
5,0.0017244042828679085
6,0.0018112632678821683
7,0.0018826264422386885
8,0.001822429010644555
9,0.0018167943926528096
10,0.0017290490213781595
11,0.0018041233997792006
12,0.0018611866980791092
13,0.0017434830078855157
14,0.0017468499718233943
15,0.0017967686289921403
16,0.0017759246984496713
17,0.0017781632486730814
18,0.0018624903168529272
19,0.0017626446206122637
20,0.00170797947794199
21,0.001774502918124199
22,0.0017525014700368047
23,0.001639222027733922
24,0.0017256689025089145
25,0.0017659962177276611
26,0.001787555986084044
27,0.0017575268866494298
28,0.0018287115963175893
29,0.0017104463186115026
30,0.0018026367761194706
31,0.001690395874902606
32,0.0017233479302376509
33,0.0017574421362951398
34,0.0016818995354697108
35,0.0017848776187747717
36,0.0017192657105624676
37,0.0016653191996738315
38,0.0017393069574609399
39,0.0017503490671515465
40,0.0016989444848150015
41,0.001748272799886763
42,0.001691731158643961
43,0.001667058328166604
44,0.0017729699611663818
45,0.00166789919603616
46,0.0016591412713751197
47,0.0016611574683338404
48,0.0015908704372122884
49,0.0016771131195127964
