,loss
0,1.3222987651824951
1,0.3579607307910919
2,0.2711958587169647
3,0.22716303169727325
4,0.18861541152000427
5,0.18030735850334167
6,0.16805334389209747
7,0.14657489955425262
8,0.12900543212890625
9,0.12203527241945267
10,0.11246291548013687
11,0.1006435751914978
12,0.09303990006446838
13,0.09580271691083908
14,0.08590169250965118
15,0.07739295810461044
16,0.07337561994791031
17,0.0689881220459938
18,0.06515421718358994
19,0.06319000571966171
20,0.058707062155008316
21,0.05324798822402954
22,0.05104035511612892
23,0.04844275489449501
24,0.04891449585556984
25,0.04408567398786545
26,0.04054538160562515
27,0.0443183109164238
28,0.03635852783918381
29,0.034724652767181396
30,0.034243375062942505
31,0.033993981778621674
32,0.03222339227795601
33,0.027270441874861717
34,0.029765449464321136
35,0.025088153779506683
36,0.02671746537089348
37,0.026692012324929237
38,0.024909382686018944
39,0.021191071718931198
40,0.02364666759967804
41,0.02094530500471592
42,0.02276008017361164
43,0.0196068212389946
44,0.018005363643169403
45,0.018040837720036507
46,0.01792309433221817
47,0.018822617828845978
48,0.0164765827357769
49,0.01710561476647854
50,0.015120994299650192
51,0.01601833663880825
52,0.013759632594883442
53,0.014173991046845913
54,0.01567842625081539
55,0.015813302248716354
56,0.01183068286627531
57,0.013356099836528301
58,0.018454458564519882
59,0.014736715704202652
60,0.013128533959388733
61,0.01167074404656887
62,0.01252636220306158
63,0.010614370927214622
64,0.01175350695848465
65,0.010606810450553894
66,0.011006112210452557
67,0.011151554062962532
68,0.010068900883197784
69,0.011297451332211494
70,0.013534423895180225
71,0.010459961369633675
72,0.010862870141863823
73,0.010693087242543697
74,0.011096511967480183
75,0.009608379565179348
76,0.009207631461322308
77,0.009216302074491978
78,0.009377728216350079
79,0.009802178479731083
80,0.008552713319659233
81,0.008495423942804337
82,0.008509227074682713
83,0.009679798036813736
84,0.0069005670957267284
85,0.007631114684045315
86,0.008100941777229309
87,0.009010632522404194
88,0.009301135316491127
89,0.006654046010226011
90,0.008179585449397564
91,0.006893663201481104
92,0.006813082844018936
93,0.006672185845673084
94,0.005943833384662867
95,0.00866403803229332
96,0.005730470642447472
97,0.006561204791069031
98,0.007831836119294167
99,0.006148247979581356
100,0.006600072141736746
101,0.006703883875161409
102,0.008224469609558582
103,0.005630305502563715
104,0.005139035638421774
105,0.0062114461325109005
106,0.006341376807540655
107,0.0054541220888495445
108,0.005851380061358213
109,0.004966178443282843
110,0.005704994313418865
111,0.005552934017032385
112,0.005251845344901085
113,0.0060485913418233395
114,0.007975374348461628
115,0.0036177888978272676
116,0.006429160013794899
117,0.005386140197515488
118,0.005306130740791559
119,0.00474256556481123
120,0.005290510598570108
121,0.005079274531453848
122,0.004845249466598034
123,0.0048690917901694775
124,0.00425186101347208
125,0.005741261411458254
126,0.004542809445410967
127,0.004696748219430447
128,0.003951716236770153
129,0.004565973300486803
130,0.0050361985340714455
131,0.003916622139513493
132,0.004031178541481495
133,0.00529260840266943
134,0.004491569474339485
135,0.004206425044685602
136,0.003931043669581413
137,0.004267181735485792
138,0.004175853915512562
139,0.004000239539891481
140,0.0036167078651487827
141,0.0044550541788339615
142,0.004574124235659838
143,0.004333083983510733
144,0.004036429338157177
145,0.004908229690045118
146,0.00354406819678843
147,0.00452550919726491
148,0.003946997690945864
149,0.004849327262490988
150,0.003527190536260605
151,0.003681018715724349
152,0.004807711578905582
153,0.0033215871080756187
154,0.0037150420248508453
155,0.003925596363842487
156,0.0032961328979581594
157,0.0033556283451616764
158,0.0035460114013403654
159,0.0035780686885118484
160,0.004258307628333569
161,0.0028726665768772364
162,0.004077264107763767
163,0.0031307220924645662
164,0.003687033662572503
165,0.002447467762976885
166,0.0033566399943083525
167,0.0031652164179831743
168,0.00318570202216506
169,0.002977915806695819
170,0.0030814185738563538
171,0.003429616801440716
172,0.0027395107317715883
173,0.0031091871205717325
174,0.0029300979804247618
175,0.0029235531110316515
176,0.0027365959249436855
177,0.0027653302531689405
178,0.0030423374846577644
179,0.002979055978357792
180,0.0023465228732675314
181,0.003314063185825944
182,0.0033415607176721096
183,0.0028323866426944733
184,0.003061970928683877
185,0.0031184202525764704
186,0.002733604982495308
187,0.0030947576742619276
188,0.0028763997834175825
189,0.00227828579954803
190,0.00314960815012455
191,0.00260552647523582
192,0.002876652404665947
193,0.0029225219041109085
194,0.0024264149833470583
195,0.00276265200227499
196,0.0025894285645335913
197,0.0028523504734039307
198,0.002361482009291649
199,0.002710050903260708
200,0.0029159225523471832
201,0.003121513407677412
202,0.002033243188634515
203,0.0022517621982842684
204,0.003067772137001157
205,0.002131954301148653
206,0.0028971710707992315
207,0.00267214747145772
208,0.0023167808540165424
209,0.0028145418036729097
210,0.002396742347627878
211,0.002497640438377857
212,0.0022796960547566414
213,0.0021992528345435858
214,0.0023248186334967613
215,0.001786309527233243
216,0.003048753598704934
217,0.0022063683718442917
218,0.0025965108070522547
219,0.0019686270970851183
220,0.0023919055238366127
221,0.0020334837026894093
222,0.0028830610681325197
223,0.002116255695000291
224,0.002143556484952569
225,0.0025713590439409018
226,0.002193425316363573
227,0.0020041826646775007
228,0.002346566179767251
229,0.002627013949677348
230,0.0036745865363627672
231,0.0018037469126284122
232,0.002029713708907366
233,0.002231961814686656
234,0.0020544712897390127
235,0.0019940845668315887
236,0.0024170461110770702
237,0.0022579936776310205
238,0.002152133034542203
239,0.002009160351008177
240,0.002349414862692356
241,0.001791624934412539
242,0.0025833924300968647
243,0.0024788747541606426
244,0.0023351628333330154
245,0.0021151506807655096
246,0.001806372427381575
247,0.0021024502348154783
248,0.001833105692639947
249,0.0018792081391438842
