,loss
0,0.0021578448358923197
1,0.0020783476065844297
2,0.0021372518967837095
3,0.0019840297754853964
4,0.00185128184966743
5,0.002047381130978465
6,0.0019964089151471853
7,0.0023144527804106474
8,0.0019885911606252193
9,0.0020912361796945333
10,0.0018238439224660397
11,0.002003497676923871
12,0.0020097228698432446
13,0.001983134774491191
14,0.0018451197538524866
15,0.0021569388918578625
16,0.001998556312173605
17,0.0017148348269984126
18,0.0022208683658391237
19,0.0017469552112743258
20,0.0019610621966421604
21,0.0018439352279528975
22,0.0025931564159691334
23,0.0018076985143125057
24,0.001693262136541307
25,0.00182370247785002
26,0.0017799597699195147
27,0.00148843415081501
28,0.0024286024272441864
29,0.0016715993406251073
30,0.0018957158317789435
31,0.0018759078811854124
32,0.0015484337927773595
33,0.0023743046913295984
34,0.001511729322373867
35,0.0020247893407940865
36,0.0015597200253978372
37,0.0018694006139412522
38,0.0018575995927676558
39,0.0015566102229058743
40,0.0024321156088262796
41,0.0016548912972211838
42,0.0019170028390362859
43,0.0017242212779819965
44,0.001669432152993977
45,0.0015028398483991623
46,0.0019003968918696046
47,0.001703118672594428
48,0.002110912697389722
49,0.0014183165039867163
