,loss
0,0.0025573198217898607
1,0.002215834567323327
2,0.002691893372684717
3,0.0024444928858429193
4,0.002354117576032877
5,0.0023803699295967817
6,0.00221752910874784
7,0.0022542967926710844
8,0.002287019044160843
9,0.0024260077625513077
10,0.0021763041149824858
11,0.0032227933406829834
12,0.0019248214084655046
13,0.002308693714439869
14,0.002240928588435054
15,0.0023805417586117983
16,0.002080583246424794
17,0.002221012720838189
18,0.0021313533652573824
19,0.0021336679346859455
20,0.002321589505299926
21,0.0024264103267341852
22,0.0020931647159159184
23,0.0026959041133522987
24,0.0021723576355725527
25,0.002096603624522686
26,0.002197994850575924
27,0.00211667874827981
28,0.0021097033750265837
29,0.0021673066075891256
30,0.002183946082368493
31,0.0020414572209119797
32,0.0024081605952233076
33,0.001967174466699362
34,0.0020500710234045982
35,0.0021288960706442595
36,0.002002979861572385
37,0.0020851134322583675
38,0.0022473721764981747
39,0.0019640398677438498
40,0.0023739244788885117
41,0.0020991985220462084
42,0.0019679025281220675
43,0.0023456302005797625
44,0.002039403421804309
45,0.0023443542886525393
46,0.001960357651114464
47,0.0021448556799441576
48,0.0019717400427907705
49,0.0019677532836794853
50,0.0021701345685869455
51,0.0019901522900909185
52,0.002122301608324051
53,0.0020011330489069223
54,0.0020509944297373295
55,0.002109688241034746
56,0.0019421048928052187
57,0.0020731317345052958
58,0.0018907736521214247
59,0.001878759590908885
60,0.0021395592484623194
61,0.00201542885042727
62,0.0018807341111823916
63,0.002207590499892831
64,0.002154647372663021
65,0.0019511824939399958
66,0.001953893108293414
67,0.0017622155137360096
68,0.0019924782682210207
69,0.0018830241169780493
70,0.002039336133748293
71,0.001842671656049788
72,0.0020997601095587015
73,0.001947034732438624
74,0.0018119243904948235
75,0.0019486603559926152
76,0.0019654633942991495
77,0.0018657223554328084
78,0.0017514219507575035
79,0.0020596019458025694
80,0.001939067617058754
81,0.0018417573301121593
82,0.002002810128033161
83,0.0018377081723883748
84,0.002136483322829008
85,0.001931478502228856
86,0.0017345211235806346
87,0.0018669405253604054
88,0.0017651559319347143
89,0.0018394140060991049
90,0.0018984246999025345
91,0.002036901656538248
92,0.001856510411016643
93,0.0018588474486023188
94,0.0020138025283813477
95,0.0017883999971672893
96,0.0018708817660808563
97,0.0019514820305630565
98,0.001758794765919447
99,0.0016874588327482343
