,loss
0,0.01578727923333645
1,0.009581814520061016
2,0.027776965871453285
3,0.007804947439581156
4,0.01736443117260933
5,0.013093356974422932
6,0.011082899756729603
7,0.014968407340347767
8,0.018789825960993767
9,0.010521282441914082
10,0.01303260400891304
11,0.008473514579236507
12,0.020636746659874916
13,0.006370411720126867
14,0.012093495577573776
15,0.009682994335889816
16,0.013453226536512375
17,0.008075612597167492
18,0.012157916091382504
19,0.014436593279242516
20,0.007959945127367973
21,0.011219681240618229
22,0.0088290860876441
23,0.010549278929829597
24,0.008403568528592587
25,0.014742719940841198
26,0.00904039479792118
27,0.0077119916677474976
28,0.01010038796812296
29,0.008191107772290707
30,0.008146483451128006
31,0.011849048547446728
32,0.009670855477452278
33,0.010878591798245907
34,0.010075489990413189
35,0.0062968130223453045
36,0.009457984939217567
37,0.006177663803100586
38,0.007602072320878506
39,0.007560675498098135
40,0.008464977145195007
41,0.006284482777118683
42,0.009084712713956833
43,0.006497884169220924
44,0.006875844206660986
45,0.009978174231946468
46,0.0065638781525194645
47,0.007426310330629349
48,0.005538403056561947
49,0.010079502128064632
