,loss
0,0.018376780673861504
1,0.05211885645985603
2,0.015731677412986755
3,0.016450421884655952
4,0.021797481924295425
5,0.0341186486184597
6,0.015416262671351433
7,0.0244313832372427
8,0.01712246797978878
9,0.019358480349183083
10,0.02191159874200821
11,0.028215019032359123
12,0.019496474415063858
13,0.03455575555562973
14,0.012257184833288193
15,0.06739013642072678
16,0.010106503963470459
17,0.013111385516822338
18,0.01813337579369545
19,0.01345496904104948
20,0.016999393701553345
21,0.06623731553554535
22,0.008324690163135529
23,0.012216746807098389
24,0.014242269098758698
25,0.019452258944511414
26,0.014190844260156155
27,0.014325818046927452
28,0.02695218287408352
29,0.009826693683862686
30,0.021701928228139877
31,0.01518198847770691
32,0.011323554441332817
33,0.02659645676612854
34,0.009792418219149113
35,0.012495553120970726
36,0.01712404191493988
37,0.01800326257944107
38,0.019018976017832756
39,0.036201462149620056
40,0.006486507132649422
41,0.017676454037427902
42,0.008816913701593876
43,0.014091274701058865
44,0.02119932509958744
45,0.015286669135093689
46,0.010093705728650093
47,0.013795481994748116
48,0.010865436866879463
49,0.01974523812532425
50,0.026050185784697533
51,0.00965164229273796
52,0.019234634935855865
53,0.009292731061577797
54,0.018614599481225014
55,0.008978149853646755
56,0.011428778059780598
57,0.012711076997220516
58,0.013834426179528236
59,0.01852991245687008
60,0.012043568305671215
61,0.010956177487969398
62,0.013212863355875015
63,0.010172378271818161
64,0.010279561392962933
65,0.009164637885987759
66,0.015243100002408028
67,0.014996037818491459
68,0.014460415579378605
69,0.00854021217674017
70,0.013927827589213848
71,0.01363005954772234
72,0.02071750909090042
73,0.005425235256552696
74,0.013473701663315296
75,0.006433811038732529
76,0.015314443968236446
77,0.019636869430541992
78,0.005574224051088095
79,0.009205441921949387
80,0.006440573371946812
81,0.01416253112256527
82,0.018738949671387672
83,0.006450920831412077
84,0.008477981202304363
85,0.016252491623163223
86,0.005322979297488928
87,0.009679633192718029
88,0.009103692136704922
89,0.02062162198126316
90,0.008822139352560043
91,0.011708189733326435
92,0.015977442264556885
93,0.006129720713943243
94,0.02299308590590954
95,0.003905896097421646
96,0.010236121714115143
97,0.009490538388490677
98,0.008087404072284698
99,0.006194571033120155
