1,1.7,0.18428,1,1.3,0.18254,1,0.9,0.18285
1,1.7,0.22916,1,1.3,0.22142,1,0.9,0.2189
1,1.7,0.2373,1,1.3,0.22787,1,0.9,0.22435
1,1.7,0.2762,1,1.3,0.2616,1,0.9,0.25428
1,1.7,0.30101,1,1.3,0.27637,1,0.9,0.26544
1,1.7,0.41373,1,1.3,0.37543,1,0.9,0.35252
1,1.7,0.45389,1,1.3,0.39535,1,0.9,0.3625
1,1.7,0.58497,1,1.3,0.51527,1,0.9,0.47103
1,1.7,0.69135,1,1.3,0.60214,1,0.9,0.5425
1,1.7,0.74792,1,1.3,0.65559,1,0.9,0.59054
1,1.7,0.8737,1,1.3,0.7668,1,0.9,0.68809
1,1.7,0.99925,1,1.3,0.88486,1,0.9,0.79708
1,1.7,1.0302,1,1.3,0.91088,1,0.9,0.81818
1,1.7,1.1611,1,1.3,1.0333,1,0.9,0.93102
1,1.7,1.2743,1,1.3,1.1363,1,0.9,1.0241
1,1.7,1.2986,1,1.3,1.159,1,0.9,1.0441
1,1.7,1.419,1,1.3,1.2707,1,0.9,1.1462
1,1.7,1.5349,1,1.3,1.3792,1,0.9,1.2463
1,1.7,1.5446,1,1.3,1.3868,1,0.9,1.2514
1,1.7,1.6641,1,1.3,1.4991,1,0.9,1.3551
1,1.7,1.7715,1,1.3,1.5982,1,0.9,1.4453
1,1.7,1.7767,1,1.3,1.6022,1,0.9,1.4477
1,1.7,1.8869,1,1.3,1.7051,1,0.9,1.5422
1,1.7,1.9938,1,1.3,1.8046,1,0.9,1.6335
1,1.7,1.9893,1,1.3,1.7988,1,0.9,1.6266
1,1.7,2.0972,1,1.3,1.8999,1,0.9,1.7198
1,1.7,2.1966,1,1.3,1.9918,1,0.9,1.8039
1,1.7,2.1891,1,1.3,1.9836,1,0.9,1.7949
1,1.7,2.2882,1,1.3,2.0762,1,0.9,1.8802
1,1.7,2.3858,1,1.3,2.1669,1,0.9,1.9636
1,1.7,2.3712,1,1.3,2.1519,1,0.9,1.9483
1,1.7,2.4676,1,1.3,2.2422,1,0.9,2.0316
1,1.7,2.5586,1,1.3,2.3267,1,0.9,2.1092
1,1.7,2.5423,1,1.3,2.3101,1,0.9,2.0925
1,1.7,2.6307,1,1.3,2.393,1,0.9,2.169
1,1.7,2.7197,1,1.3,2.4758,1,0.9,2.2452
1,1.7,2.6981,1,1.3,2.4543,1,0.9,2.2239
1,1.7,2.784,1,1.3,2.5347,1,0.9,2.2983
1,1.7,2.8672,1,1.3,2.6122,1,0.9,2.3697
1,1.7,2.8446,1,1.3,2.5898,1,0.9,2.3475
1,1.7,2.9233,1,1.3,2.6637,1,0.9,2.4158
1,1.7,3.0047,1,1.3,2.7395,1,0.9,2.4857
1,1.7,2.9779,1,1.3,2.7131,1,0.9,2.4601
1,1.7,3.0544,1,1.3,2.7849,1,0.9,2.5264
1,1.7,3.1307,1,1.3,2.8561,1,0.9,2.5921
1,1.7,3.1033,1,1.3,2.8292,1,0.9,2.566
1,1.7,3.1735,1,1.3,2.8952,1,0.9,2.627
1,1.7,3.2482,1,1.3,2.9648,1,0.9,2.6913
1,1.7,3.2174,1,1.3,2.9348,1,0.9,2.6623
1,1.7,3.2857,1,1.3,2.999,1,0.9,2.7217
1,1.7,3.3559,1,1.3,3.0645,1,0.9,2.7824
1,1.7,3.3249,1,1.3,3.0343,1,0.9,2.7532
1,1.7,3.3876,1,1.3,3.0934,1,0.9,2.8079
1,1.7,3.4564,1,1.3,3.1576,1,0.9,2.8674
1,1.7,3.4226,1,1.3,3.1248,1,0.9,2.8359
1,1.7,3.4837,1,1.3,3.1823,1,0.9,2.8892
1,1.7,3.5486,1,1.3,3.243,1,0.9,2.9454
1,1.7,3.5147,1,1.3,3.2102,1,0.9,2.9139
1,1.7,3.571,1,1.3,3.2632,1,0.9,2.9631
1,1.7,3.6347,1,1.3,3.3228,1,0.9,3.0183
1,1.7,3.5984,1,1.3,3.2878,1,0.9,2.9848
1,1.7,3.6534,1,1.3,3.3396,1,0.9,3.0329
1,1.7,3.7137,1,1.3,3.396,1,0.9,3.0853
1,1.7,3.6775,1,1.3,3.3611,1,0.9,3.0519
1,1.7,3.7282,1,1.3,3.409,1,0.9,3.0964
1,1.7,3.7875,1,1.3,3.4645,1,0.9,3.148
1,1.7,3.7493,1,1.3,3.4278,1,0.9,3.113
1,1.7,3.799,1,1.3,3.4746,1,0.9,3.1565
1,1.7,3.8554,1,1.3,3.5275,1,0.9,3.2056
1,1.7,3.8173,1,1.3,3.4909,1,0.9,3.1708
1,1.7,3.8632,1,1.3,3.5343,1,0.9,3.2112
1,1.7,3.9188,1,1.3,3.5863,1,0.9,3.2596
1,1.7,3.879,1,1.3,3.5482,1,0.9,3.2233
1,1.7,3.9241,1,1.3,3.5908,1,0.9,3.263
1,1.7,3.9771,1,1.3,3.6405,1,0.9,3.3093
1,1.7,3.9375,1,1.3,3.6026,1,0.9,3.2732
1,1.7,3.9793,1,1.3,3.6422,1,0.9,3.3101
1,1.7,4.0317,1,1.3,3.6913,1,0.9,3.3558
1,1.7,3.9906,1,1.3,3.6519,1,0.9,3.3186
1,1.7,4.0317,1,1.3,3.6909,1,0.9,3.3549
1,1.7,4.0819,1,1.3,3.738,1,0.9,3.3987
1,1.7,4.041,1,1.3,3.6989,1,0.9,3.3617
1,1.7,4.0793,1,1.3,3.7352,1,0.9,3.3955
1,1.7,4.1289,1,1.3,3.7817,1,0.9,3.439
1,1.7,4.0867,1,1.3,3.7415,1,0.9,3.4009
1,1.7,4.1245,1,1.3,3.7773,1,0.9,3.4343
1,1.7,4.1722,1,1.3,3.8221,1,0.9,3.4761
1,1.7,4.1303,1,1.3,3.7821,1,0.9,3.4383
1,1.7,4.1655,1,1.3,3.8156,1,0.9,3.4695
1,1.7,4.2128,1,1.3,3.86,1,0.9,3.511
1,1.7,4.1698,1,1.3,3.819,1,0.9,3.4723
1,1.7,4.2047,1,1.3,3.8521,1,0.9,3.5032
1,1.7,4.2503,1,1.3,3.8949,1,0.9,3.5433
