9,1.7,1.1739,9,1.3,1.1866,9,0.9,1.1714
9,1.7,1.4686,9,1.3,1.4718,9,0.9,1.4525
9,1.7,1.7858,9,1.3,1.7757,9,0.9,1.7517
9,1.7,1.9767,9,1.3,1.9551,9,0.9,1.9222
9,1.7,2.2833,9,1.3,2.2507,9,0.9,2.2094
9,1.7,2.5456,9,1.3,2.5026,9,0.9,2.4522
9,1.7,2.6937,9,1.3,2.6406,9,0.9,2.5818
9,1.7,2.96,9,1.3,2.8966,9,0.9,2.8279
9,1.7,3.1968,9,1.3,3.1251,9,0.9,3.0491
9,1.7,3.3235,9,1.3,3.2419,9,0.9,3.1561
9,1.7,3.5617,9,1.3,3.4721,9,0.9,3.3787
9,1.7,3.7873,9,1.3,3.6894,9,0.9,3.5877
9,1.7,3.8913,9,1.3,3.7845,9,0.9,3.6742
9,1.7,4.1155,9,1.3,4.0003,9,0.9,3.8815
9,1.7,4.323,9,1.3,4.2005,9,0.9,4.0746
9,1.7,4.4144,9,1.3,4.2832,9,0.9,4.1485
9,1.7,4.6176,9,1.3,4.4788,9,0.9,4.337
9,1.7,4.8165,9,1.3,4.6707,9,0.9,4.5219
9,1.7,4.889,9,1.3,4.7354,9,0.9,4.5789
9,1.7,5.0813,9,1.3,4.9205,9,0.9,4.7568
9,1.7,5.2649,9,1.3,5.0979,9,0.9,4.9281
9,1.7,5.3268,9,1.3,5.1525,9,0.9,4.9754
9,1.7,5.5014,9,1.3,5.3207,9,0.9,5.1375
9,1.7,5.678,9,1.3,5.4914,9,0.9,5.3023
9,1.7,5.7239,9,1.3,5.5309,9,0.9,5.3354
9,1.7,5.8897,9,1.3,5.6905,9,0.9,5.4891
9,1.7,6.0535,9,1.3,5.8491,9,0.9,5.6426
9,1.7,6.0907,9,1.3,5.8803,9,0.9,5.6678
9,1.7,6.2415,9,1.3,6.0258,9,0.9,5.8081
9,1.7,6.3996,9,1.3,6.179,9,0.9,5.9565
9,1.7,6.4236,9,1.3,6.1976,9,0.9,5.9699
9,1.7,6.5669,9,1.3,6.336,9,0.9,6.1033
9,1.7,6.7145,9,1.3,6.4792,9,0.9,6.2423
9,1.7,6.7313,9,1.3,6.4911,9,0.9,6.2493
9,1.7,6.8619,9,1.3,6.6173,9,0.9,6.3713
9,1.7,7.005,9,1.3,6.7563,9,0.9,6.5062
9,1.7,7.0108,9,1.3,6.7578,9,0.9,6.5035
9,1.7,7.135,9,1.3,6.878,9,0.9,6.6199
9,1.7,7.2695,9,1.3,7.0087,9,0.9,6.7468
9,1.7,7.2694,9,1.3,7.0047,9,0.9,6.7392
9,1.7,7.3827,9,1.3,7.1146,9,0.9,6.8459
9,1.7,7.5138,9,1.3,7.242,9,0.9,6.9694
9,1.7,7.5042,9,1.3,7.2291,9,0.9,6.9538
9,1.7,7.6123,9,1.3,7.3342,9,0.9,7.0559
9,1.7,7.7363,9,1.3,7.4546,9,0.9,7.1725
9,1.7,7.7218,9,1.3,7.4372,9,0.9,7.1532
9,1.7,7.8211,9,1.3,7.5337,9,0.9,7.2469
9,1.7,7.9421,9,1.3,7.6514,9,0.9,7.3608
9,1.7,7.9196,9,1.3,7.6265,9,0.9,7.3349
9,1.7,8.0152,9,1.3,7.7196,9,0.9,7.4251
