17,1.9,2.827599876081,15,1.9,2.41013176584063,13,1.9,2.54231310119142,11,1.9,0.686702625971047,9,1.9,1.20208050995836
17,1.9,3.40143204269844,15,1.9,2.9135853669659,13,1.9,2.82509708187434,11,1.9,1.61329278695201,9,1.9,1.50116286085534
17,1.9,3.9580128019394,15,1.9,3.42052358193772,13,1.9,3.25782751157745,11,1.9,1.99950025279012,9,1.9,1.82714021176007
17,1.9,4.33853202418343,15,1.9,3.7511873399285,13,1.9,3.48354096977059,11,1.9,2.30781292350346,9,1.9,2.02290510442248
17,1.9,4.80936942094036,15,1.9,4.18068149632135,13,1.9,3.87201528250604,11,1.9,2.67402324490366,9,1.9,2.33501115520988
17,1.9,5.21314321319754,15,1.9,4.54633842246769,13,1.9,4.18031711813264,11,1.9,2.99709076511037,9,1.9,2.60183419804763
17,1.9,5.5062854808585,15,1.9,4.80318782470946,13,1.9,4.39552980802298,11,1.9,3.1969512186272,9,1.9,2.75453383600967
17,1.9,5.89344235978995,15,1.9,5.1586377426192,13,1.9,4.70578503255283,11,1.9,3.51107094164814,9,1.9,3.02500751744506
17,1.9,6.23850660931143,15,1.9,5.47540098993595,13,1.9,4.98886780324397,11,1.9,3.78311267390893,9,1.9,3.26541582110344
17,1.9,6.47873303359421,15,1.9,5.68824021452356,13,1.9,5.16559133185739,11,1.9,3.94956955877712,9,1.9,3.39610952429653
17,1.9,6.81661238805597,15,1.9,6.00123296045651,13,1.9,5.44568561600073,11,1.9,4.22261069213025,9,1.9,3.63780503365624
17,1.9,7.12923029526145,15,1.9,6.29143571772211,13,1.9,5.70672985656253,11,1.9,4.47606462980187,9,1.9,3.86666097874151
17,1.9,7.32919666671247,15,1.9,6.46968361773486,13,1.9,5.85673783800858,11,1.9,4.61355299141393,9,1.9,3.9742025143431
17,1.9,7.63788934535693,15,1.9,6.75848601228765,13,1.9,6.11628124290385,11,1.9,4.86719747327325,9,1.9,4.20162030385394
17,1.9,7.92121085013902,15,1.9,7.0224566216143,13,1.9,6.35687656975788,11,1.9,5.09959309319828,9,1.9,4.41218822164264
17,1.9,8.09823703262996,15,1.9,7.18114091107089,13,1.9,6.49009865788704,11,1.9,5.22193662806896,9,1.9,4.50698231012543
17,1.9,8.37610209585944,15,1.9,7.44280741737095,13,1.9,6.7273741003632,11,1.9,5.45233531119278,9,1.9,4.7130650249531
17,1.9,8.64600942077292,15,1.9,7.69418485335498,13,1.9,6.95558603998312,11,1.9,5.67398481049587,9,1.9,4.91487096059157
17,1.9,8.79792690968259,15,1.9,7.82926739932304,13,1.9,7.06783868458145,11,1.9,5.77532375381207,9,1.9,4.99039811151382
17,1.9,9.05748786219243,15,1.9,8.07496723313125,13,1.9,7.29048025590317,11,1.9,5.99273000123774,9,1.9,5.18554378543981
17,1.9,9.30705671623344,15,1.9,8.30666893625092,13,1.9,7.5011008967079,11,1.9,6.19680716197987,9,1.9,5.37172703590688
17,1.9,9.44227006812966,15,1.9,8.42657077802168,13,1.9,7.59920580176154,11,1.9,6.28539190553553,9,1.9,5.43653058954312
17,1.9,9.67711872407654,15,1.9,8.64910060543382,13,1.9,7.80177133943892,11,1.9,6.48312642418399,9,1.9,5.61372952676292
17,1.9,9.91466582777216,15,1.9,8.86984423209111,13,1.9,8.00232500800647,11,1.9,6.67804859141386,9,1.9,5.79265442876112
17,1.9,10.0283302216475,15,1.9,8.96966520682607,13,1.9,8.08246902163881,11,1.9,6.74864567290525,9,1.9,5.84117158268849
17,1.9,10.2468927024208,15,1.9,9.17765677382197,13,1.9,8.27208561413621,11,1.9,6.93530867563594,9,1.9,6.00931608582089
17,1.9,10.4673759461758,15,1.9,9.38213328869301,13,1.9,8.45817977277817,11,1.9,7.11560017974731,9,1.9,6.17521767210937
17,1.9,10.56546599516,15,1.9,9.46856798375686,13,1.9,8.52632491274763,11,1.9,7.17534770806324,9,1.9,6.21477401182407
17,1.9,10.7644665525417,15,1.9,9.65711321325287,13,1.9,8.69872217856364,11,1.9,7.34512821023882,9,1.9,6.367744248901
17,1.9,10.9743390654193,15,1.9,9.85231242375746,13,1.9,8.87679287237381,11,1.9,7.51804207849156,9,1.9,6.52785246930483
17,1.9,11.0545902150463,15,1.9,9.9215908920613,13,1.9,8.9295566289957,11,1.9,7.56290124487911,9,1.9,6.55395524402739
17,1.9,11.2405943857562,15,1.9,10.0982108350738,13,1.9,9.09143315244718,11,1.9,7.72277762551327,9,1.9,6.69921988488622
17,1.9,11.4360832016103,15,1.9,10.2800106698029,13,1.9,9.25760760175623,11,1.9,7.88396932058028,9,1.9,6.84867708178993
17,1.9,11.5033759867188,15,1.9,10.3374389080395,13,1.9,9.29987206836391,11,1.9,7.91976766569291,9,1.9,6.86742085676312
17,1.9,11.6736547647425,15,1.9,10.4993164559927,13,1.9,9.4484225804575,11,1.9,8.06510465558968,9,1.9,6.99977657703603
17,1.9,11.8598111900493,15,1.9,10.6728692663613,13,1.9,9.60768887473492,11,1.9,8.22050266611995,9,1.9,7.14459552632809
17,1.9,11.9126997039656,15,1.9,10.7161911103576,13,1.9,9.63712358794377,11,1.9,8.2438097668501,9,1.9,7.15219913586066
17,1.9,12.0718513379644,15,1.9,10.8685916136383,13,1.9,9.77738025603684,11,1.9,8.38070350863116,9,1.9,7.2778042538992
17,1.9,12.2460720109431,15,1.9,11.0308832824346,13,1.9,9.92663454474636,11,1.9,8.52659590093527,9,1.9,7.41390566525518
17,1.9,12.2882225030412,15,1.9,11.0641137795612,13,1.9,9.9471340256916,11,1.9,8.54194296844936,9,1.9,7.41536665783494
17,1.9,12.4340494328964,15,1.9,11.204442403634,13,1.9,10.0764200974005,11,1.9,8.66723419326382,9,1.9,7.5299194005439
17,1.9,12.6004991911765,15,1.9,11.3597565482268,13,1.9,10.2198355063806,11,1.9,8.80844698620882,9,1.9,7.66251383921657
17,1.9,12.6310572171275,15,1.9,11.3816267079449,13,1.9,10.2299104447217,11,1.9,8.81322478207358,9,1.9,7.65432332056897
17,1.9,12.767087965155,15,1.9,11.5135525794202,13,1.9,10.3520157742826,11,1.9,8.93233515417872,9,1.9,7.76368952763958
17,1.9,12.923764213048,15,1.9,11.6596805302133,13,1.9,10.4872632375505,11,1.9,9.06536903518105,9,1.9,7.88898099440257
17,1.9,12.9455530960626,15,1.9,11.6730882618776,13,1.9,10.4899238390836,11,1.9,9.06360070864731,9,1.9,7.87566097892539
17,1.9,13.0705633918898,15,1.9,11.7947106624302,13,1.9,10.6027108260288,11,1.9,9.17347830803851,9,1.9,7.97607120455954
17,1.9,13.2207805639152,15,1.9,11.9351664489167,13,1.9,10.7333148145735,11,1.9,9.30245308570871,9,1.9,8.09848593645311
17,1.9,13.233278981664,15,1.9,11.9394521425768,13,1.9,10.7275176000514,11,1.9,9.29187256917734,9,1.9,8.0769458572488
17,1.9,13.3497213509161,15,1.9,12.0537259417333,13,1.9,10.8340421529492,11,1.9,9.39651990988675,9,1.9,8.17353102856683
17,1.9,13.4919631592151,15,1.9,12.1867296526551,13,1.9,10.9580423181031,11,1.9,9.51871365244274,9,1.9,8.28959329462247
17,1.9,13.4972885095654,15,1.9,12.1840844991169,13,1.9,10.9461390133538,11,1.9,9.50275228071688,9,1.9,8.26401634996565
17,1.9,13.6045437570741,15,1.9,12.2896812629149,13,1.9,11.0447400256166,11,1.9,9.5994894986636,9,1.9,8.35297563338943
17,1.9,13.7414035409939,15,1.9,12.4180766476956,13,1.9,11.1650338661658,11,1.9,9.71846725382886,9,1.9,8.46667501127358
